label,mfcc_mean,spectral_centroid_mean,spectral_bandwidth_mean,chroma_stft_mean,zero_crossing_rate_mean
cel,"[-296.03714     149.59988     -10.050241     29.27503      10.328418
    6.3702846    -4.597589      5.743976      2.7045007     1.5342677
   -3.072248      0.50441235   -1.8818967 ]",1216.5685455790433,1683.7391227429268,0.2678917,0.04779522235576923
cel,"[-286.1123     111.3704     -16.798708    34.64359     12.450843
    5.3759165   -4.948332     3.590188     3.7040377    3.6372037
   -5.4830627   -2.8558352    1.1899885]",1644.8674481150886,1968.7908690452725,0.25460678,0.07351637620192308
cel,"[-233.75928    138.96986    -53.819653    67.39507     -7.087451
   -6.690072   -18.295973    -6.9933596   -5.5152044   -5.799131
   -4.9377127   -3.4089096   -4.926648 ]",1694.5040342774037,1444.996426269195,0.27173212,0.12861703725961537
cel,"[-256.7759      133.69775     -47.35051      76.7428       -2.9936247
    0.51597655  -23.568817     -8.917126     -9.761238     -4.789398
   -3.2177212     0.43381023   -4.270962  ]",1649.2998352222442,1461.3667863431888,0.30498326,0.12816631610576923
cel,"[-265.4896     131.96342    -44.577072    76.94922      5.8816633
    2.1856933  -17.39647     -1.8229697   -1.1510469   -3.3825054
   -3.84475      1.7220755   -2.0437791]",1513.0710977412227,1486.7690262209771,0.32565233,0.09759615384615385
cel,"[-446.34442    108.33139    -29.426872    14.767774    -2.1724174
    3.540813    -3.0582619   -0.9866447   -4.648618    -3.0324528
   -9.610807    -9.394149   -13.034298 ]",1615.4043684885874,1829.9939438071058,0.19831023,0.048208383413461536
cel,"[-366.14618     104.8143      -32.85504      17.025072     -0.42661098
    2.7020931    -7.3900795    -4.8737025   -10.041277     -6.364242
  -16.487682     -9.878792    -10.820116  ]",1690.9888412956202,1896.9545665182186,0.2229142,0.07494741586538461
cel,"[-3.6733084e+02  1.1625909e+02 -3.0364433e+01  2.0466068e+01
 -3.0256483e-01  1.1955174e+00 -1.0531718e+01 -1.1000976e+01
 -1.1677305e+01 -5.3138013e+00 -2.0458496e+01 -1.2542580e+01
 -1.3000894e+01]",1495.0135010303488,1776.3310525635861,0.20540267,0.05131460336538462
cel,"[-274.153      130.38194    -24.647694    16.49943      3.2983723
   -6.291121    -5.1423416   -3.1507502   -3.441075     1.2728107
  -13.310599   -10.105808   -18.155457 ]",1455.8114504042107,1784.8199953828364,0.2396952,0.060467998798076926
cel,"[-233.08928    140.11154    -23.34376     17.71825      2.3697166
   -8.729357    -8.455381    -3.01359     -5.818709    -7.544973
  -18.876019    -9.584662   -16.538782 ]",1352.9192815389995,1693.9269594324342,0.2648707,0.05850360576923077
cel,"[-224.3763    120.19264   -29.450563   20.670143   -2.349805   -9.16896
  -11.979221   -8.298072  -12.384679  -10.069235  -19.412819   -8.558622
   -9.28722 ]",1529.4783194156032,1801.9449607506904,0.20146793,0.05669320913461538
cel,"[-238.75017    104.10183    -17.23152     22.299358     1.5480659
   -8.804026   -11.249044    -6.9808207   -5.5174403   -2.3803499
  -16.895178    -5.2514935  -10.579926 ]",1808.941799788335,2004.2034220067055,0.18649366,0.08788686899038461
cel,"[-225.2763      141.47586     -25.077454     27.852472      3.936408
   -1.6929398     0.52658564    1.9652543     0.24449745    3.6269794
   -8.7243805    -2.3096335   -15.068481  ]",1340.6422101037563,1679.5694456614576,0.27255443,0.060787259615384615
cel,"[-237.63635    135.38647    -21.398258    19.300589     3.7359693
   -8.083306    -7.2360935   -3.3456647   -3.429342    -2.2411804
  -11.816204    -1.8975358  -10.624514 ]",1431.4568552561423,1744.2996467495136,0.21789607,0.06717247596153846
cel,"[-387.61185     85.952255   -21.222828    23.779778     2.8290467
   -3.6813042  -13.471856    -5.661207    -7.589642    -5.4862933
   -4.3465424    4.253072    -9.874664 ]",1847.5361606126087,1946.4527492464706,0.1930607,0.08390549879807692
cel,"[-3.6808612e+02  8.1664742e+01 -2.4482508e+01  2.9796209e+01
  2.9706737e-01 -1.1545983e+01 -1.7064396e+01 -4.0176640e+00
  1.4831364e+00  8.2526245e+00 -1.2550659e-01 -4.8356600e+00
 -3.1724808e+01]",1978.196536947842,1970.3997515118067,0.21820232,0.10381234975961538
cel,"[-3.1556204e+02  1.7894287e+02 -2.2384495e+01  2.8431355e+01
  1.8955465e+01 -5.8453550e+00 -1.2326649e+01 -6.5811139e-01
  3.0878180e-01  8.8343525e-01 -2.7828770e+00 -4.8396025e+00
 -1.6607077e+01]",912.8694414619166,1292.2155931457462,0.33771318,0.03678260216346154
cel,"[-324.1074     126.22224    -29.388916    60.691933     7.5807705
   17.337368    -9.919701     7.4246807   -2.515184    12.426422
    2.6787074   -5.274323   -10.755929 ]",1439.782828954618,1656.4338227455748,0.31314385,0.074462890625
cel,"[-291.50293    135.60603    -27.94134     64.24138      0.706956
    6.83741    -11.155178    -3.1630902  -10.127357    -1.500454
   -4.9713254   -8.244908    -5.661189 ]",1316.0657377473644,1504.387362002126,0.1914638,0.05706505408653846
cel,"[-2.7221191e+02  1.3769069e+02 -3.4657288e+01  5.6678337e+01
  3.9572707e-01  6.2568393e+00 -2.4152458e+00  1.4260710e+00
 -6.6975694e+00  1.0326350e+00 -2.5222912e-01 -7.4087477e+00
 -3.1539409e+00]",1288.9788703321449,1507.9073921549004,0.23926947,0.04928260216346154
cel,"[-323.13373    119.71864    -19.008383    25.16266      9.871171
    2.3693914   -9.093283     2.1310294    1.6332809    2.2565842
   -6.3333926   -2.4369895   -6.1793494]",1519.3680057902882,1832.017835259481,0.25584835,0.07981520432692307
cel,"[-339.35757     110.44756     -17.644655     29.840925      6.2556105
    1.5067252    -6.9028497    -1.6428632    -4.317362      0.34129062
   -6.5983953    -8.79939      -1.0750488 ]",1636.0811382916772,1927.7660194601333,0.26028317,0.08540414663461539
cel,"[-369.10696    115.69455    -21.341883    32.86875     11.184041
    4.0912447   -7.4062867    1.0289687   -3.4111774    1.760803
  -10.528749   -12.384818     3.8807862]",1532.9884697204773,1812.005244934615,0.26192486,0.08906625600961539
cel,"[-313.3701      139.25555     -56.713593     63.381332      5.409295
    0.86910677  -13.989415     -0.46008635   -4.557191     -2.548321
   -5.952437     -8.127428     -7.401776  ]",1553.0696662269736,1472.3060768475877,0.295346,0.09189077524038461
cel,"[-316.00217    117.6825     -61.912235    69.134705    -0.9250659
    5.017241    -7.358927    -2.4654195   -8.295353    -7.233383
  -11.043235   -11.529053    -2.6251423]",1871.7802898628297,1422.0383756210226,0.28790268,0.13627554086538463
cel,"[-3.3863449e+02  1.4232587e+02 -3.1536839e+01  5.4209991e+01
  1.9433613e+01 -1.3654503e-02 -8.5238810e+00  4.9072742e+00
 -2.5238380e+00 -1.2146505e+01 -7.9211885e-01 -4.2905245e+00
 -5.9837160e+00]",1175.185265998212,1462.4281413337785,0.2504012,0.04302509014423077
cel,"[-316.88382     124.44866     -21.941568      6.5276823     4.7417064
  -10.035765     -5.7310896     0.59039307   -1.7664211    -1.4791999
  -10.001968     -4.6955566   -15.352639  ]",1475.3772145850157,1892.8849683287385,0.23534624,0.060941256009615384
cel,"[-278.97345     84.43939    -29.710175    12.373326     0.5218386
   -7.836857    -8.34101     -5.8137026   -7.7784977   -9.416779
  -19.839664    -1.7851183  -10.073387 ]",1727.8661628311963,2025.478137112005,0.19509563,0.059476412259615384
cel,"[-296.64386     55.254894   -34.829456    -3.8157694  -13.495818
  -23.195202    -5.527132    14.4573145   27.182354    26.662268
  -10.311599   -18.300507   -20.812946 ]",2205.4220557919007,2180.5375947897905,0.15620303,0.09880558894230769
cel,"[-297.78848     152.86775      -4.7519374    27.847364      0.62438744
    4.127386    -18.644867     12.7108345    -8.354093     -6.3013663
  -15.742767    -26.391668      4.904222  ]",1088.8813477486735,1650.1662223384926,0.294867,0.036545973557692304
cel,"[-308.45276    161.89186     -7.6880245   24.057625    -2.170774
    5.184782   -21.770166    14.76192    -13.315358   -12.476287
  -19.08154    -31.865726     1.5262495]",1034.2118628591534,1546.7148646201563,0.27152255,0.036771334134615384
cel,"[-310.46118    146.34619     -5.7360387   26.460787    -3.8798044
    4.7464046  -25.115715     8.919052   -15.899829   -11.22385
  -16.041006   -23.662277     2.0442288]",1252.0719386209269,1775.7315783305487,0.31485987,0.046627103365384615
cel,"[-496.81744    132.66353    -10.852271    29.572168     2.781217
   -2.802324    -9.78075     -3.2183146   -5.055509     5.670118
   -2.5597317    0.6414938   -5.477727 ]",1370.0927795234047,1751.266715138492,0.19534858,0.06984299879807693
cel,"[-411.51642    119.29327    -24.047848    28.749481    -3.3539298
  -18.417507   -22.434584   -12.423423    -8.330437     6.441965
    4.4252114    6.6332936   -7.37533  ]",1638.6691707557886,1712.9149599294394,0.2353834,0.09596980168269231
cel,"[-317.87408    139.87378    -39.522625    17.596682    -8.627579
   -7.673102   -18.47789     -9.140811   -13.472675    -5.2048125
   -8.7884      -4.453096   -11.290447 ]",1480.0763448743446,1613.8100193412652,0.2663219,0.08060772235576923
cel,"[-369.10114    176.38399    -30.293814    29.399021    21.406025
   -4.84561    -15.769958    -0.3997615    1.54008      1.4564167
   -3.4090478   -3.5907185  -16.97087  ]",899.7333520685228,1229.81583527341,0.2712869,0.035719651442307696
cel,"[-3.9362469e+02  9.2035866e+01 -1.9229795e+01  3.0621536e+01
  1.0021973e+01  1.0405766e-01 -1.3418211e+01  1.7673011e+00
 -3.2567403e+00 -2.8976903e+00 -7.5163679e+00  4.0738374e-01
 -1.5338586e+01]",1778.2336414865713,1847.4674604802872,0.21199048,0.097900390625
cel,"[-492.56128     53.278122    -8.561741    19.159494     3.1394653
   -6.2597113   -1.78253     19.865042    15.313451    -3.700034
  -27.209173    -1.5287815   22.65455  ]",2950.4734417250897,2418.459487765096,0.16822831,0.19608248197115385
cel,"[-4.0187613e+02  1.2191059e+02 -1.1842347e+01  2.3808594e+01
 -3.7888818e+00 -7.3876867e+00 -1.6046614e+01 -5.1595178e+00
 -6.4629188e+00  1.1877133e+00 -3.2871798e-01  8.3311481e+00
  7.5265894e+00]",1470.3543424615739,1875.3255682041708,0.23489887,0.06796123798076924
cel,"[-320.90164     87.61431    -13.401714    16.359707    -5.8187675
  -15.6799     -25.872492    -2.4927528   -6.3318377    3.0488153
  -13.188716     1.7981328    1.5021626]",2104.160997235896,2139.564815717817,0.25096792,0.13197866586538462
cel,"[-330.7237     115.62335    -27.091421    19.350826     1.6256901
  -12.24857    -22.533703   -11.644004   -13.096331    -8.853736
  -14.783186    -0.7517982    5.581319 ]",1637.7474319865341,1784.7350272591627,0.24754028,0.10383112980769231
cel,"[-281.07718    106.58325    -20.111858    12.281774     7.690619
   -4.706603    -9.08144     -7.965421   -10.98715      1.8824437
   -5.9641547    7.5931735   -4.109116 ]",1818.270740730104,2045.9927448643646,0.25601804,0.1017803485576923
cel,"[-362.37582    121.89336    -25.070686    15.990426     2.7978745
   -6.8469763   -6.161778    -1.2696202   -1.0439557    5.781638
   -5.552915     5.9329267   -7.015993 ]",1579.609832932908,1832.5636587259678,0.22244364,0.08336838942307692
cel,"[-308.27554    123.81272    -16.576162    21.851141     5.2024207
   -4.4497337   -7.943622    -3.176078    -5.9523206    9.623544
   -1.3701524    8.245359    -1.2973841]",1589.1884149668244,1892.5964780552076,0.26303107,0.08087064302884615
cel,"[-2.5706693e+02  1.3715132e+02 -1.7716465e+01  2.7107212e+01
 -9.7024733e-01 -4.8278341e+00 -7.2027965e+00 -2.0225883e+00
 -1.8251868e+00  7.8325176e+00 -3.3259454e+00 -1.0247978e-02
 -1.0572534e+01]",1454.2394842273573,1762.7498115453918,0.22695667,0.0653545673076923
cel,"[-255.10187     132.45702     -17.501497     28.66253      -1.1499369
   -1.8017508    -5.5160446    -0.6235206    -2.054685      5.398731
   -5.6200376    -0.94314045   -9.173407  ]",1534.2522497658192,1824.5318144742587,0.260277,0.07136793870192308
cel,"[-205.36122    102.48156    -13.770191    26.620975     2.5229485
   -2.8848534  -11.244608     3.5425937    3.1024005   20.659416
    8.094551    12.052675   -13.697018 ]",1847.2847048511092,2092.078026168762,0.20483391,0.07948091947115385
cel,"[-5.12208984e+02  1.05920517e+02  6.71368027e+00  2.02729874e+01
  1.23315420e+01  3.66623664e+00 -1.40772505e+01 -1.06515789e+00
  3.82980347e-01  7.55854940e+00  1.10058565e+01  2.32363300e+01
  5.49981499e+00]",1753.5249154391709,2191.093671680878,0.17299144,0.07768179086538461
cel,"[-3.9563461e+02  1.5072551e+02 -1.2960918e+01  2.1856182e+01
  6.7277579e+00 -2.9393620e+00 -1.1333847e+01  3.2166693e+00
 -3.7518948e-01 -7.1379595e+00 -9.4721718e+00 -5.0638771e+00
 -8.6882572e+00]",1090.0233235988037,1521.7816878680637,0.22039033,0.04020057091346154
cel,"[-331.45755     169.64893     -16.199352     28.93936       6.9702883
   -1.2781842   -18.600245      0.3408213     0.40176103   -3.5074387
  -11.5464       -7.8411837   -11.895799  ]",928.2640067537582,1322.1815185349421,0.28053012,0.037098106971153844
cel,"[-381.5623     162.67516    -30.103289    24.785158    -0.70884
   -8.026513    -9.555279    -8.928966    -7.0751133   -7.692621
   -9.893026    -6.969461   -13.805604 ]",1074.9310504850832,1346.8298601653757,0.2851853,0.05219350961538462
cel,"[-310.83023    127.72817    -30.954338    10.866736    -3.4758859
   -4.7818007   -9.738932    -4.623184   -10.756987    -5.035607
   -5.345708    10.266857    -1.2748358]",1659.823995755387,1782.9520165473584,0.29894188,0.0998272235576923
cel,"[-333.33856     151.84607     -10.179155     29.23597      10.327437
    0.66954297   -3.657179     -1.4696782    -2.8268359     0.83881295
   -2.109047      5.506738     -8.203134  ]",1222.8076326339578,1605.2783922478936,0.2661627,0.05967172475961539
cel,"[-421.88727    120.98921    -26.133114    23.980127    -1.3365215
   -5.6844273   -8.443688    -7.039573    -9.61564    -13.236261
  -17.680296   -12.233206    -9.890884 ]",1400.2172146924354,1711.4022082175143,0.24217038,0.06228215144230769
cel,"[-3.9151120e+02  1.4447972e+02 -2.7325134e+01  2.2957222e+01
 -1.7069268e-01 -8.6380548e+00 -6.2553916e+00 -7.1302032e+00
 -8.9502640e+00 -1.3586777e+01 -2.2167162e+01 -1.1125442e+01
 -9.7998352e+00]",1208.5521325079253,1545.549228087613,0.26870713,0.053733473557692306
cel,"[-408.35275     113.833595    -32.48953      12.015309     -8.11515
  -13.921458    -13.692484    -15.595961    -18.303064     -8.063253
  -19.86312      -4.053275      0.73097277]",1698.0221775356094,1755.0686780385283,0.1927768,0.10314753605769231
cel,"[-359.261      172.70114    -16.181112    21.576792    10.709584
   -0.7180699  -20.432621     2.4045787    5.359776    -3.2385836
   -8.154108    -3.44257    -12.458366 ]",858.9647620068392,1263.9486800805166,0.265011,0.03646709735576923
cel,"[-3.6780310e+02  1.8165685e+02 -1.4470789e+01  2.1486862e+01
  2.1618469e+01  5.6351991e+00 -1.3339520e+01  8.0709496e+00
  4.1572313e+00 -5.9479318e+00 -6.7942038e+00  1.8185627e-01
 -1.1194491e+01]",717.0992898493878,1172.7658596731046,0.2575615,0.024188701923076924
cel,"[-471.06244    168.3978       5.936091     9.194974    21.219383
    7.4673834   -9.364328     8.865362    10.333588     4.561349
   -4.2261977    3.2465396   -3.4843788]",860.2616263406558,1528.4216426586129,0.2099755,0.025555889423076922
cel,"[-2.6107938e+02  8.8667770e+01 -3.2311268e+01  3.9190204e+00
 -9.0902309e+00 -1.8956205e+01 -1.6289715e+01 -9.5222883e+00
 -5.5449901e+00  3.2740469e+00 -9.0302172e+00 -2.0369826e-01
 -3.3276832e+00]",2021.1340754221226,2113.955434098847,0.2288566,0.09738957331730769
cel,"[-373.24332    161.64656      3.166378    14.62687     21.422087
   -1.9991932   -4.8779626    4.935324    -0.717522    -6.674833
  -11.644437    -6.6575394  -13.822008 ]",954.1792834217682,1592.8581302166826,0.25878724,0.03276742788461538
cel,"[-281.7334       91.62943     -34.106808      4.715899     -5.0448675
  -12.400109     -2.2262616     0.3030912    -0.74936664    2.109576
   -9.700044     -1.1875474   -12.944501  ]",2083.791958933295,2107.215089229069,0.23574549,0.11487379807692308
cel,"[-239.73164    146.98802    -41.94034      9.633731   -15.119978
   -3.0952659  -16.962921    -3.5661094   -4.2874656    1.3357106
  -14.588081    -5.9255285   -7.7841425]",1455.085200529202,1519.9336131128875,0.2937397,0.09518479567307692
cel,"[-270.54117    128.59567    -13.264021    16.351135     0.5060736
    1.7413565   -8.228373    16.41828     14.318222    -1.5016855
  -23.360058    -6.421569    11.8432045]",1644.9710559555012,1843.253289638077,0.23810495,0.10211838942307692
cel,"[-2.7054874e+02  1.4815962e+02 -2.0592924e+01  2.2853958e+01
  9.8728323e-01 -1.8004179e-01 -1.3079665e+01 -5.8043742e-01
 -2.7379889e+00  1.7584605e+00 -8.6681747e+00 -5.3781712e-01
 -9.4524689e+00]",1319.0842136990802,1665.4871841231038,0.2872238,0.05666691706730769
cel,"[-333.3995      106.41244     -25.069525     20.168472      0.92433786
   -1.2295818   -11.8737135    -5.905981     -6.1059914    -2.1472325
  -10.013889     -4.6560683    -5.721048  ]",1670.6054727864953,1891.2723717393612,0.22564642,0.08659104567307692
cel,"[-340.62344    105.47825    -31.064152    17.418945     2.9652486
    0.6906621  -11.725751    -5.268119    -8.168915     0.730934
   -8.956353    -9.684304    -6.0105333]",1676.3523708849048,1856.6720521555744,0.20976534,0.09039588341346154
cel,"[-3.3436978e+02  1.2792025e+02 -2.0001381e+01  2.7488029e+01
  1.0162735e+01 -1.4542705e+00 -1.1883931e+01 -2.4248693e+00
 -5.9448056e+00 -1.1675439e-02 -4.5986767e+00 -9.5311251e+00
 -6.4777389e+00]",1339.2026848271319,1711.6998269156038,0.24808033,0.06251878004807693
cel,"[-341.98895    124.86813    -45.82928     48.575676    -5.98151
    1.2444419  -16.941124     1.1347253   -4.460889     2.8039143
   -6.768656    -5.7028837   -6.725261 ]",1638.9987108418586,1587.2621352441865,0.18965669,0.09947415865384615
cel,"[-3.4266071e+02  1.2511088e+02 -4.3903778e+01  4.7682102e+01
 -6.9822764e+00 -3.6003652e-01 -1.7111155e+01  3.1924386e+00
 -4.4334579e+00  2.5570124e-01 -3.6581960e+00 -3.8128273e+00
 -9.4034729e+00]",1664.847785009318,1632.8410380966338,0.19272077,0.09876427283653846
cel,"[-305.67636    144.48486    -42.39094     51.43089     -4.6209316
   -1.7058221  -14.915311     1.3103194   -4.8238773   -3.2851129
   -8.334176   -13.642561   -10.977787 ]",1471.4923545215645,1439.4227768804865,0.22248727,0.09788161057692307
cel,"[-353.5006      95.01537    -20.02001     58.983353   -16.274387
   14.0355625  -26.967968    -5.4370475  -12.288493    -3.8615494
   -6.9607487    1.0704203    7.8193545]",2101.9353828809485,2026.734544418377,0.27582678,0.10286583533653847
cel,"[-362.71616     89.91579    -22.400793    60.301926   -17.12114
   16.25835    -26.580484    -3.6026957  -11.909392     2.7024562
    3.099558    11.633812     4.4811277]",2169.589661879631,2065.326439802393,0.20409624,0.09257436899038461
cel,"[-380.07324     79.14214    -16.599476    65.96875    -13.481093
   23.514769   -19.265818    -1.4815363  -10.326978    -2.920819
   -8.291035    -1.3833367   -1.3978543]",2370.7987632189725,2178.1150898753485,0.20738341,0.09911733774038461
cel,"[-413.61502    147.01704    -10.342908    21.141779     7.4306464
    1.1741977  -16.316046     4.810797     5.229266    -3.589822
  -12.342047    -4.0397234   -9.155549 ]",1158.99917448436,1637.7961531364085,0.22426222,0.04137620192307692
cel,"[-5.14068359e+02  1.36171722e+02  1.77849941e+01  1.88428860e+01
  1.36466055e+01  5.73584378e-01 -1.34143181e+01 -1.82196164e+00
  1.38674223e+00  3.89699793e+00 -2.32191682e+00 -3.99264544e-01
 -1.04277477e+01]",1245.5136625230264,1977.721749079282,0.24019666,0.037890625
cel,"[-3.6465353e+02  1.0687691e+02 -2.0883923e+01  1.1686611e+01
  4.6157248e-02 -1.6506346e+00 -2.2239067e+01 -3.2284851e+00
 -7.3707027e+00 -5.8139496e+00 -7.8947930e+00 -9.0524644e-01
 -5.1028085e+00]",1592.737413300658,1870.570220870105,0.18859895,0.06381084735576924
cel,"[-302.19202     155.75574     -51.1878       53.135937     13.671607
    0.43722615  -16.085167    -11.095744     -3.5874548   -16.519384
  -17.184532    -13.610051     -1.5928489 ]",1342.1349012759126,1305.3675427758135,0.2923374,0.08552058293269231
cel,"[-3.1369629e+02  1.5327551e+02 -4.7326065e+01  5.5878193e+01
  4.1389275e+00  2.4189289e-01 -1.4023876e+01 -9.3070650e+00
 -3.5261648e+00 -1.4890622e+01 -1.7731920e+01 -1.2564214e+01
 -3.9609046e+00]",1376.2991746085274,1353.5369939153397,0.2692905,0.09459134615384615
cel,"[-3.1760455e+02  1.5654170e+02 -4.8770756e+01  5.2440880e+01
  4.4316235e+00  3.9537756e+00 -1.0647120e+01 -1.0414669e+01
 -1.0191887e+01 -1.2126867e+01 -1.5023050e+01 -5.6553082e+00
  3.0000246e-01]",1330.0860000832827,1379.2794010197167,0.29355207,0.08663611778846154
cel,"[-3.01143524e+02  1.46922928e+02 -1.56680155e+01  1.95707626e+01
  2.75299001e+00 -3.05764127e+00 -2.19342022e+01 -2.69922227e-01
 -8.42605591e+00 -5.21157217e+00 -1.40506535e+01 -4.56486797e+00
 -9.22571182e+00]",1317.7085918252576,1683.5603561697017,0.28369552,0.05831580528846154
cel,"[-283.93253     134.1733      -14.3270645    18.77187       4.706052
    1.0206275   -18.32258       1.4281836    -5.7223577    -0.97092277
  -14.553249     -4.630384    -12.32349   ]",1508.2418596618236,1835.1425280841877,0.31436104,0.07306565504807692
cel,"[-337.5602     140.3018     -24.487549    15.667021     2.7744827
    5.9645267  -10.967       -7.722982   -11.299535    -1.8492057
  -11.366323    -2.6388943   -1.9493554]",1413.123506442287,1612.5562025012969,0.21773729,0.07788837139423077
cel,"[-390.28546    142.20406    -23.177029    21.610735     4.6458015
   -2.5364923  -18.667873     6.4917364    8.122758    -3.2560415
  -11.569029    -2.7890203  -10.801712 ]",1079.2514543064938,1503.168521792245,0.21024372,0.03650090144230769
cel,"[-397.4        178.46187     -7.933882    18.032719    25.30779
    4.168973   -13.827443     3.7550786    2.6597111   -1.507911
   -4.8026695    1.6129304   -8.072923 ]",737.6332665352691,1252.0510008790986,0.25730315,0.027647986778846154
cel,"[-4.6597031e+02  1.7081531e+02  8.1526775e+00  5.6133318e+00
  2.2676191e+01  7.9506330e+00 -1.0542758e+01  7.1167946e+00
  8.1169777e+00 -4.7939396e-01 -8.1116362e+00  3.2491443e-01
 -7.1538248e+00]",865.3308053003445,1520.1015552578785,0.20931287,0.02756159855769231
cel,"[-448.99542    137.77321     -5.3017664   19.193441    11.236662
    7.7390313   -4.889662     0.7455969   -5.2191644    1.0597256
   -2.6322906   -1.8156166   -8.217977 ]",1309.8161818132228,1825.220178275824,0.20475745,0.05514197716346154
cel,"[-492.9142     138.07909     12.613028    18.605606    14.075956
    4.644448    -7.747503     5.589378     8.581903     5.6267033
   -5.5989513   -3.8727996   -9.522438 ]",1134.4743676005094,1861.4000139482785,0.20579293,0.032474459134615385
cel,"[-418.4863      156.53748      -5.6467323    19.959612      5.6282606
   -4.7190194   -11.841778      1.0642275     2.4944096    -0.85219806
   -4.24582      -1.3186338    -8.299339  ]",1009.2156182527584,1458.8495259101983,0.2538831,0.04312274639423077
cel,"[-198.75357     89.9907     -11.904303    26.252106     4.0542765
    1.853043    -7.9057713    7.7862325    0.5894039   16.60326
   15.63897     16.941038    -8.703493 ]",2125.244209252409,2261.2925878263345,0.1969333,0.10569411057692307
cel,"[-189.47684    107.97988    -13.101969    19.273853     7.5009723
    2.3078961   -3.2561705    7.375935     3.9872277   19.80714
    9.473102    11.753741   -16.436905 ]",1902.3946620339304,2085.5353422536327,0.20755138,0.1011493389423077
cel,"[-189.18852      84.00377     -41.096004     10.181454     -5.8386893
   -6.30005     -15.450584     -6.1457543    -6.890211     14.339557
    1.7956196    -0.34923565  -16.206347  ]",2215.9952834442965,2085.283733009092,0.22555424,0.1156475360576923
cel,"[-326.79187    129.44742    -49.72547     69.76162     12.119969
   -0.9166597   -9.454589    -0.3649935   -6.0629787   -4.3275123
   -3.495185    -8.631841   -11.6871605]",1606.017369452961,1557.8775880408264,0.35163766,0.09933518629807692
cel,"[-303.7437      143.50748     -50.4474       68.38463       6.974787
   -8.802104    -12.183664     -0.70132095   -3.9774823    -7.477928
   -6.147104     -5.444024     -4.005629  ]",1412.6182323744301,1460.7214839781154,0.29633006,0.0741924579326923
cel,"[-328.72867    141.97299    -47.23884     58.672337    16.542551
   -1.0711136  -10.939048     4.053259    -2.7411203   -3.9966402
   -5.7536497   -9.012154   -11.116186 ]",1349.3396207417738,1494.612815558934,0.29943225,0.06220327524038462
cel,"[-352.8334     107.396454    -7.2286      36.404545    10.667246
    2.4612079   -3.4380667    5.650672     3.0045142    3.3350372
   -3.9047647   -4.2816563   -3.0705624]",1620.067429884542,1977.7443455703296,0.22651409,0.08343599759615385
